Sample_29	Sample_A49	Sample_52	Sample_37	Sample_8	Sample_14	Sample_A57	Sample_A32	Sample_A11	Sample_49	Sample_A29	Sample_32	Sample_11	Sample_57	Sample_A37	Sample_A14	Sample_A52	Sample_A43	Sample_A60	Sample_A05	Sample_A26	Sample_46	Sample_65	Sample_23	Sample_A38	Sample_58	Sample_2	Sample_A23	Sample_A46	Sample_26	Sample_43	Sample_60	Sample_A58	Sample_38	Sample_7	Sample_6	Sample_39	Sample_A59	Sample_61	Sample_42	Sample_27	Sample_A64	Sample_A47	Sample_A22	Sample_A01	Sample_3	Sample_59	Sample_A39	Sample_22	Sample_64	Sample_47	Sample_A27	Sample_A04	Sample_A61	Sample_A42	Sample_A53	Sample_A15	Sample_A36	Sample_56	Sample_10	Sample_33	Sample_A28	Sample_48	Sample_A10	Sample_A33	Sample_A56	Sample_9	Sample_15	Sample_36	Sample_53	Sample_A48	Sample_28	Sample_51	Sample_17	Sample_34	Sample_A54	Sample_A12	Sample_A31	Sample_A09	Sample_12	Sample_31	Sample_54	Sample_A17	Sample_A34	Sample_A51	Sample_A63	Sample_A40	Sample_A25	Sample_A06	Sample_45	Sample_20	Sample_A18	Sample_1	Sample_A20	Sample_A03	Sample_A45	Sample_25	Sample_63	Sample_40	Sample_18	Sample_4	Sample_19	Sample_5	Sample_41	Sample_62	Sample_24	Sample_A44	Sample_A02	Sample_A21	Sample_A19	Sample_21	Sample_44	Sample_A07	Sample_A24	Sample_A41	Sample_A62	Sample_A50	Sample_A35	Sample_A16	Sample_55	Sample_30	Sample_13	Sample_A08	Sample_A30	Sample_A13	Sample_A55	Sample_35	Sample_16	Sample_50
mOTU_linkage_group_111	68439.5	18945.625	13719.125	519499	102165	245615.5	62540.5	67235	111283	143520.5	13552.0004883	183839.5	314772.5	270811.5	383799.5	35257.5	33858	13848	19299.5	241173.5	78844	83620.5	78883.50390625	40923.5	29224	0	245088.5	79485	75643.33203125	353559.5	51898.125	62360	66643	39418.5	14408.5	78767.5	89236	52492.5	43777.625	963979	43197.5	23019.5	40277	70732.1640625	454229.5	35253	156346.5	33446	13942.5	98549	44183	20993	42522.5	45027.5	20050.5	34238.4980469	24592.00097655	46992.5	85363.5	52758.5	267751.5	44348.5	81710.5	386656.515625	47722.75	123902.832031	197808	14161	723971	64243.5	7223.5	94838	85783	43199.0019531	577865	23152.125	83843.5	59915	23899	48266.5	59851	100959.5	51029.5	32829.00097655	626688.015625	173089.5	67254	90006.9140625	84740	104279.5	298954	127971.5	195078	33160	200207.5	85973.5	988650	35883.5	87976	135108	57599.5	849108.03125	105841	179146	177641	108559.5	39364	46091	405738	40438.5	234039.5	471409	28338.5	20809.5	65824	17845	25731.5	1297560	4419.5	44680.5	368405.5	43443.3339844	77714.5	483270.25	59247.9980469	8325.5	93721	63263	243840
mOTU_linkage_group_113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	307.5	0	0	0	0	0	172.5	0	0	0	0	0	7054.5	0	0	0	0	0	0	0	0	0	22.5	490.499984741	0	0	602.5	0	0	0	0	0	0	336.5000076295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2716	0	3358.99975586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23419.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_114	657181.96875	93253.99999975	79036.5097656	17683.49902345	53621	94299.0078125	227324.5078125	222814.5	738744.125	43222.4980469	159990.996094	264868.96875	239321	154374.515625	199555.4921875	95125.49999975	51499.00390625	105891.5078125	106028.99609375	423795.984375	57325	253647	227084.0078125	104650.0078125	54978.99609375	289.500007629	55391.00585935	251712.4921875	97839.01171875	491.9999694825	135569.9960935	306368.4921875	172759.984375	95691.0078125	194131.9921875	392248.546875	471968.984375	125301.5	442134.90625	85510.5019531	309273.46875	69536.49609375	217758.515625	251953.9609375	172666.1015625	220645.5	541617.5	135811.988281	151424.488281	20800.99902345	485285.46875	232308.5	60353.99414065	179716.5078125	255297.9609375	109524.50390625	188924.9765625	86395.5	145246.496094	732581.03125	94925.00390625	187516	92057.0078125	330987.03125	181505	313713.9765625	205833.0078125	143796.496094	278483.9765625	449734.046875	41460.0019531	71726.50390625	480152.984375	369426.015625	114345.484375	115189.00390625	641966.921875	538847.515625	28431.00097655	107965	167678.5	346520.5	125819.4921875	211083.515625	365990.5	263877.5078125	260912	67935.00390625	95778.99218775	562583.578125	106266	381626.53125	422726.5	218565.0078125	259434.4921875	271037.515625	176239.0078125	348847.984375	141971.503906	236711.5234375	575178.09375	116648.515625	602828.5	240482.484375	425539.96875	330392	66389.48828125	158018.003906	387430.484375	69056.5	152985.0078125	1053428.125	256173.9921875	307899	66094.5019531	44606.49609375	70094.49609375	60914.4921875	108107.9921875	497596.03125	164689.5078125	323774.03125	385177.015625	68604.9980469	405770	59353	210742.9921875	353684.03125	324114.03125
mOTU_linkage_group_115	1841	6873	0	0	246	0	10640	344.5	29023	0	796	0	0	246	1742	15466	6672.5	2020.5	4284	26436	77129.5	4169.5	0	3589.5	1464	0	0	3996	16182	1932	12669	0	13609	27743.5	2496.5	48942	1282	16133	25279.5	477252	14138.5	1674	14934.5	6036	198250	5174.5	798.5	7657	492	0	7168.5	4411	4236.5	5525.5	1295.5	20842.5	7527.5	16585	877	1021	1343	7947.5	322.5	17880	2984	33396	369	465.5	7784.5	9826.5	632.5	10873.5	7638	0	120.5	21897	17877.5	659	0	933.5	35496	41727.5	25195	2388	1699	27800.5	1228.5	36401	4622	0	13792.5	44047	6191.5	3355	5135.5	7179	0	5992	0	51832	12357.5	299.5	7692	0	59812.5	6176.5	4617.5	1075	10635.5	25162	42595.5	168721	2760.5	5485	11228.5	4198.5	3693.5	181558.5	2802	3227.5	1844.5	0	447.5	13575.5	4341	185.5	23997	8341	42397.5
mOTU_linkage_group_116	0	0	0	615	0	0	0	0	7099	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	12729	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	3623	0	0	0	0	0	0	0	0	0	0	984	0	867	0	0	0	0	0	0	0	0	0	0	0	0	0	567	0	0	0	882	0	193	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0
mOTU_linkage_group_117	0	0	0	0	0	0	1927	32.5	0	0	0	0	0	251	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	401	0	0	10389	0	0	0	0	0	595.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	665	0	0	2497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	0	0	2767	0	0	0	1184	0	0	0	1497.5	51236.75	0	0	0	0
mOTU_linkage_group_120	0	167654.40625	198773.7578125	0	48137	0	0	0	0	0	148078.8046875	0	0	0	0	229882.890625	90510.38671875	27981.5	2361.5	0	135634.7265625	0	25300.0019531	191257.1328125	149860.53125	0	0	0	55400.44335935	0	208227.2890625	0	0	2809	261752.5703125	30191.24902345	0	70835.69921875	70884.5	0	3302.5	80731.1796875	80405.49609375	0	96093.828125	290387.390625	78977.5	0	176094.8125	146509.609375	0	1989.999938965	132377.441406	0	0	1884.999938965	822.9999694825	27253.99902345	912.4999694825	0	0	29478.49902345	55.5	0	0	5105	10260.5834961	276489.65625	0	0	255780.515625	1855.99987793	0	0	0	175649.3671875	0	743.625	82686.51953125	155496.1875	277405.359375	60270	240024.0703125	0	0	0	0	44689.37304685	114772	0	0	0	0	0	0	0	0	4506.49975586	70355	0	207891.859375	0	0	171.0000076295	0	0	168935.9921875	361984.03125	0	143729.0273435	0	0	273536.703125	4282	51221.2910156	121554.886719	162646.71875	0	238371.5	0	0	175195.296875	0	0	0	170329.4296875	15374.5	0	0
mOTU_linkage_group_121	0	42413.5	159170.5	0	34936	0	0	0	0	0	43473.5	0	0	0	0	56220	48534.5	2568	0	0	14564.5	0	10996	232512	92628	0	0	0	27838.5	0	60248.5	0	0	2769.5	133847	11530	0	32866	225.5	0	2281.5	99355	20184	0	259476	166018.1640625	12752	0	58084.5	105706.5	0	0	47679	0	0	4645.5	0	12127.5	300.5	0	0	479	0	0	0	0	2681.5	115633.5	0	0	37989.5	0	0	0	0	28936	0	0	51626	83011.5	169343.5	11474	84289	0	0	0	0	0	68783.5	0	0	0	0	0	0	0	0	736.5	33918.5	0	140058.5	0	0	0	0	0	56429.5	91889.5	0	692	0	0	104900	0	5206	46594	42819.5	0	103250.832031	0	0	100184	0	0	0	41282	21186	183.5	0
mOTU_linkage_group_124	61.5	4629	41.5	2167.5	246	93	0	1899.5	17029	2466.5	216	1862	0	0	1510.5	0	0	3472.99987793	2786	103.5	678.5	237	0	114	215	0	52277	2157	0	9074.5	0	0	411	0	0	2833	3681	0	0	13144	564	0	0	0	805	0	615	1339	0	614.5	0	448.000015259	0	0	0	781	0	0	15397	676.5	0	0	0	48249.5	1235.5	338	756.5	0	2397	34039.5	0	776	369	0	15621.5004883	5346.5	0	0	0	0	0	408.5	335	0	120791	318.5	2767	819.5	51.5	4655.5	1199	0	484	0	372	305	21148	0	4490	0	0	1814	1121.5	1217	184.5	4935	0	0	0	2722.5	3316.5	0	247.5	6190.5	342	57.5	0	48278	0	717	246	0	291	25998.50097655	0	0	738	0	61.5
mOTU_linkage_group_126	2422.00012207	1172.5	593.5000305175	12588.0004883	18599	37015.5	9471.99902344	38193.5	776.9999694825	36887	3781.49975586	0	64349.5	2193.5	30933.9980469	2931.5	7449	15764.00097655	8409.50048828	6462.50024414	1955.000061035	8838	493.5	228	2840.00012207	0	0	18965.49902345	6095.5	0	245.9999923705	4192.50012207	6722.50024414	864.5000305175	246	16483	1022.999938965	3398.5	0	27847.99902345	15689.5004883	1342	1540.000061035	20932	19557	1247.500061035	0	4814	4142.50024414	3058	315.5	1972.999938965	577.5	4674.5	3092	8687.5	3188.5	7664.5	38425.5019531	49163.0019531	9103.5	14219.0004883	120781	18749	10993.5	3228	41735.5	672	87619.50390625	484.499984741	1079	12059	866.5	7538.00048828	1743.5	11958.5	5901	13370.0004883	1862.999938965	1151.500061035	622	9323.5	7189.99975586	9061.00048828	233535	12328.5	16607.5	1428.499938965	536.5	10046.0004883	62428.5	10546.49951172	41671	2667.5	20731	0	118716.496094	523.5	3529	199	223.5	12463.4990234	9690.5004883	14166.5004883	1208.999938965	39923	965.50003052	1542	28759.5	4438.5	40225	0	6935.00048828	1038	66790.49609375	1669.5	904.5000305175	18722.50097655	277.0000076295	5684	24388.49902345	5521.00024414	20624.50097655	52388.4980469	0	4285.49975586	744.0000305175	1816.500183105	4625.5
mOTU_linkage_group_129	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.816326618195	0	0	0	0	0	0	0	0	61.5	0	0	52.5	6451	0	27.75510025025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184.0000038145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	597.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_130	0	296.5	798.5	2871.5	5806.5	15298	42788.33203125	708	3574	51009	0	0	80773.5	7963.399902345	82283.1015625	1099.5	0	0	1352.5	21	4918	106828.5	1466.999938965	1315	620.4999694825	0	2403	74060.8984375	0	1872.5	52.5	510.25	7564	0	0	58949.5	66803	1101.999938965	35122	2229	49314	0	2792	0	1243.5	9916.6254883	53081.5	13008	231	38.5	83779.3671875	2977.99987793	0	41876.8339844	0	21543	74.33333206175	41802	49726.4980469	0	136814.5	19749.5	2015	12206.9995117	48614.3515625	0	106	572.000015259	353455.25	0	469.333328247	246	6048.5	61230.2519531	29639	11644.6665039	707708.1875	12024	0	1281	1403	1660.500061035	2147.5	87511.8984375	0	7150.5	5998.350097655	14633.5	2563.5	10366.5	42687.5	47776	12523.5	0	130951.097656	0	0	0	5449.666748045	0	832	304	94.5000076295	34146.69921875	1414.5	105011.296875	0	393.5	17952.5	0	43310.16796875	0	9355.5	0	215.5	1614.499938965	9394.666503905	1000.3332824705	0	100318.99609375	6768	13483.5	2337.75	38908.3339844	0	0	43947.9667969	64475.6015625	227969.2421875
mOTU_linkage_group_131	0	0	5100	0	0	0	0	0	0	0	0	0	0	0	0	148	615.5	0	0	0	1988.5	0	0	0	142.5	0	0	0	0	0	2512	0	0	0	0	0	0	1058.5	5750.5	0	0	0	424	0	50815.5	1914.833374025	0	0	0	24001.5	0	0	1240.5	0	0	24.5	0	2724.5	0	0	0	0	0	0	0	0	0	0	0	0	39.5	0	0	0	0	0	0	0	0	569.5	0	0	654	0	0	0	0	889	7792.333496095	0	0	0	0	0	0	0	0	0	12301.5	0	0	0	0	0	0	0	0	114.5	0	413	0	0	0	0	0	0	0	0	233	0	0	40608	0	0	0	0	0	0	0
mOTU_linkage_group_133	122.999992371	70628	1099	8204	21504.9980469	8408	56049.9921875	103643.984375	0	52705.0039062	114.999984741	0	23644.9980469	2123	7409.00048828	7426	14808	94242	36334	385221.96875	32594	0	1390	3403	8116	0	0	63576	23676	96815	61750	36915.9960938	22831	18346	4941.99951172	9240	41200.9960938	16701	0	99219	44074.0039062	7860	100196.992188	0	8763	861	47171	20545	738	12343.9990234	5957	0	80308	37443	0	21655	28268.0039062	14555.0019531	3973.00024414	0	33536.0039062	35858	43838	0	30738	0	41843.9960938	3059	0	0	3929.99951172	0	243.999954224	153019	1080	12860.0019531	0	52482	609.999938965	9441	860.999938965	18562	17858	29593	0	12508	7493.00048828	27341	14463.9990234	111026	0	0	66032.9921875	211311.015625	7637	0	0	11908.0009766	46217.9960938	0	0	7888	0	33603	63860	45026.9960938	15077	84742.9921875	71	0	0	0	0	0	11706	198.999984741	10358	0	0	27372.9960938	18486	17737	129173	105653.007812	0	5039	1653.99987793	14876	36946.0039062
mOTU_linkage_group_134	97251	926	12364	0	9311.49951172	17705.5	5039.5	5837.625	8294	20330	3773.5	7770	36348	54395.5	86183.99609375	3613	6997.49951172	2948.5	990.5	79838.5	33006.4980469	38457.5019531	28590.9980469	13142.5	699	0	4117	0	2093	14753	31205.00097655	36407.99902345	10231.4995117	31258	28097.49902345	16812.5	59589	17572.5004883	88698.99609375	0	12367.0004883	4216	31783.50097655	0	109343.503906	35446.6533203	138211	8152.5	4485	12323.4995117	28222.5	11148.9995117	12317.99999998	5996.5	6904.99975586	1161.999938965	4371	3063.5	529.5	61.5	186945.5	13464.5	8028	26111.5	14185.5004883	6334.00024414	62107	10165.5	1617.5	10866	326.5	66707.49414065	65861.50390625	25442.5	1.76666665077	228	0	115.5	936.999938965	30023.00097655	25260.99902345	79042	4777	5656.5	0	10296	5867	8160.5	22628.50097655	1626	137666.15625	0	19029.99902345	6123.99975586	166582.5	48654.49609375	0	20629.00097655	16233.00097655	53156.5	62883	80234.49609375	68661.5	68132.50585935	115184.125	28736.50097655	10675	14673.5	0	5088	0	338655.46875	9675.49975586	0	4360	2997	919.5	4713.5	9329.5	24267.50097655	48317.5019531	16323.5	28653.5	59741.5	0	608.5	74542.9980469	40246.5	74774.50585935
mOTU_linkage_group_135	0	0	0	0	0	0	0	0	0	0	2288.5	0	0	0	0	3963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5245.5	0	350	430	0	0	527.5	0	0	0	0	12180	0	0	0	0	0	0	0	12852.5	0	0	0	0	0	23101.5	8502	0	0	0	0	0	0	0	0	0	0	0	0	2647	0	0	0	0	0	0	0	0	0	0	0	4675.5	61643.5	0	0	0	0	0	0	0	0	0	0	0	0	0	6709.5	0	0	0	0	0	0	0	0	698.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1109.0000915525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.25	0	0	0	0	0	0	345.4999542235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	489.0001068115	0	0	0	0	0	23148.5	0	0	0	0	0	0	0	0	0	0	0	1138.999938965	0	0	0	0	0	0	1307.5	0	7146.00073242	0	0	413.500015259	0	0	0	0	0	6815.00024414	0	0	1114.000061035	0	0	0	0	91.9999885558	0	0
mOTU_linkage_group_141	0	0	0	0	0	0	29636	0	0	15339.5	0	0	0	1776	6564	0	0	0	6333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	10058	21410.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1854	0	0	0	0	0	0	7730.5	0	0	0	9331.5	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30874.5	0	0	0	0	0	5718	0	0	0	0	0	0	0	0	0	0	0	0	9992	0	0	0	0	0	0	0	0	0	0	0	0	0	6850.5	0	0	11019	0	0	1287	0	26946	0
mOTU_linkage_group_142	0	0	0	1336	0	0	0	0	75912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3151	0	0	0	0	0	0	0	0	0	49	0	0	837.5	0	0	0	18176.5	406	0	0	0	1532	0	2620.5	0	0	0	0	42	0	0	0	0	0	0	0	610.5	0	0	3321.5	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	16169.5	0	0	62.5	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0
mOTU_linkage_group_143	5751.49951172	3065.00012207	7402	196246.9921875	42911.5019531	32873.50097655	21232.50097655	10116.5	13364.9995117	57690.4980469	2447	10983.5	95721.50781225	11741	29455.50097655	3682.5	3588.50024414	5136.49975586	8529	57865.5	1344.49987793	15113	9845.49951172	4392.00048828	3811.50012207	0	40419.5	5832	7254	78352.50390625	3060.99975586	11044.5004883	10736	3519.00024414	5093.50073242	10340.00048828	41760.5	3734.99987793	1759.000061035	45188.9960938	16164.9995117	1541.99987793	5923.5	7172.99951172	15463	4294.49914551	24072.0019531	7133.50024414	8534.49902344	43033.5	8848.49951172	1651.50024414	1131.49975586	9669.99999998	5405	3577.50012207	3274.99987793	3159.49987793	17237.00097655	28274.00097655	37113.5	3349	58792	27326.5	12246.50097655	8022.5	62364.5	1761.499938965	81604.49609375	36596.0039062	1170.5	4856.5	17469	12088	34330	3073.49987793	5958.99975586	4951.5	2344.49987793	8345.5	6673.99975586	8794.50048828	7068.5	2210.50012207	9235.5	6127.50024414	18050	2403	3889	4953	30277.49902345	10316.0004883	161480.5	3960	12937.0004883	14453.5004883	91985.5078125	8780	36652.4980469	3120.50024414	2011.5	26607	16910	38079.4980469	3741.5	30765.50097655	1530.500061035	8373.00024414	6702.99951172	5754.99951172	35279	61160.49609375	10775.5	13415.0004883	8948	2515.5	1381.499938965	8541.49951172	985	14641.99902345	111352.5	10881.0004883	11414.5	15601.50048825	8235.99951172	2110.5	4971.5	52964	30281.49902345
mOTU_linkage_group_147	41763.0019531	70371.9980469	0	9166.50048828	10719.99951172	60979	144288.5	125046.5	51.5	48296.0019531	6666	148107.5039065	69581	13721.5	157489.0078125	0	35732.49902345	42359.5	159813.5	219527.5	13840	169035.5	11764	12877.5	204.499984741	0	99963.4882815	109162	70180.0019531	218797.0078125	7967.00024414	108416	19497.5	32863.5	12467.9995117	111639.99609375	283720.4921875	31330.00097655	29451.99902345	36939.5	155057.9921875	6067	6350.00024414	94388.5	67925.5	35771	100120.5	131902.003906	13665	18131.5004883	125212.996094	0	30540.5019531	63769.5	77067.5019531	19032.5	42377	37702	67049	553106.484375	100570.99218775	107996.00390625	21286.49902345	67580.5019531	110893.5	0	61949	25479.99902345	115742.003906	0	19337.5	245144.9921875	204973	94958	33111.5	17216.5	564402.515625	39633.4980469	31197	73183.50390625	11390	151302.0078125	18029	166020	131429.5	42839.0019531	242102	21165.49902345	946.5000305175	358050	7175.49975586	55129.5	248292.5	61560	363442.515625	118759	9359.00024414	42445.5	96259.49609375	53641	11357	61831	114985.5	78948	853.9999694825	255741.5	738.5000305175	19079.5	76117.5	611.9999694825	113377.4882815	46808	0	0	6762.99975586	503.0000457765	343.499984741	88184.75	10698.5	167370.5	19013.5	21688.99902345	343808.984375	952296.03125	118815.5	52515.9980469	106022.5	187336.5	396724.484375
mOTU_linkage_group_148	3266	553	535	17128	0	3643.5	3591.333374025	3869.5	15807.5	4173	411.999984741	8994.5	492	861.0000305175	14306.5	248	0	436.5	1401.5	2387.5	224	0	61.5	0	0	0	0	9501.5	0	175703.5	0	55	1855.5	0	0	1537.5	16754.5	640.5	0	14584	4543	1105	0	2883.5	526	368.5	0	1001.5	0	0	184	39.5	0	1243.5	0	230	124	36.5	11034.5	4545.5	1967.5	614.5	1201	20223.5	14568	0	725	0	12770	15152.25	0	3139	5017.5	3771.5	3945.5	121.5	2457	721.5	0	246	0	3505	0	229	56411.58203125	2054.5	1221	9949.5	0	1481	35668.5	3125	473	3721	13454.5	2187	19504	581	232	1254	0	20248.75	3348.5	5208.666748045	0	21081	0	769.5	2353	0	5008.5	0	5518.5	5013.5	0	0	0	0	0	1331.5	8417.166503905	0	1865	319.800003052	0	0	4119.5	3258.5	9404.5
mOTU_linkage_group_151	0	0	0	0	1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2169	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_153	2432.5	124	0	2157	0	0	11283	0	4593.75	2108.5	172.5	0	0	0	0	0	0	0	0	7473.5	0	484	0	0	0	0	39118.5	247	0	0	0	0	4623	0	0	884.5	0	3287.5	2066.5	1954	0	847.5	0	94.5	113	0	6491	0	0	0	0	2863.75	0	0	1382	0	0	0	15.5	736.5	609	0	0	60036.1855469	0	0	0	0	53355	1927.25	0	1798.5	1136	4082.25	22030	0	3817.5	2436.5	0	61.5	0	0	0	0	24931.25	142	0	1560.5	0	0	3917	0	0	7341.5	4516.5	3719.5	4073	0	1432.5	1284.5	0	930.75	7586.5	0	4463.5	246	0	0	210	0	0	58862.5	915.5	0	0	0	0	0	0	0	10686.5	0	0	50423.5	1688.5	0	1922	910.5	6231
mOTU_linkage_group_154	0	0	0	0	7253	0	0	0	0	0	17223.5	0	0	0	0	0	0	0	0	0	0	0	0	15670	0	0	0	0	2929.5	0	0	0	0	0	9507.5	2915	0	0	0	0	0	0	0	0	0	0	0	0	10075	5277.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32304.5	0	0	21996.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5986	0	0	0
mOTU_linkage_group_155	42609.46484375	70627.50390625	27485.00097655	9154.5	169415.28125	133722.90625	8620.5	21323.00097655	124613.890625	106027.5	10091	239967.5859375	135533.2929685	96217.72265625	13021.5004883	12362.9995117	10853	15150.5	31289	30095.50097655	12034.0004883	21791	161942.5	46342	38650.80078125	0	37982.99609375	66661.75	60390.0019531	24324.5	21445	51935.5	14797.07128905	24851.5	28521.00097655	53869	41689	26522.99902345	19215.5	16642.5019531	24572	27670.49902345	29930.5	19266.5004883	13616.17871095	48211.1894531	63497.0019531	15158.9995117	54900.5	156441.9296875	45326.5	24930.49902345	28404.7128906	22037	15636	15437.5004883	44949.4980469	14500	123210.113281	73801.5	86369.99609375	33505.5	101911.78125025	21909.49902345	54553.5019531	3570.00024414	336003	27088.99902345	78154	92454	27552.86621095	109163	102856.5	111995.2578125	87216.5	9788.5	56660.4980469	21358	4713.5	38192.5	32617	34906.0019531	50963.5	18395.5	927.5000305175	28926.50097655	9042.49975586	48191.7480469	9276.99999998	70582.5	47252	5499.50073242	39776.4003906	40331.3925781	28263.8857422	28301.5	19262	30965.99902345	363231.265625	45140	52600.5	14991.5	106575.8242185	177621.4375	55701.9980469	75178.8515625	38957	36471.5	19851.5	22666.49902345	48904.0664062	40240.5	32099.50097655	26554.5	18238.9667969	33553.78515625	23080.5	5838.50048828	14138	23056	57269.5039062	66374	91872.3046875	2127.500427245	0	22377.00097655	22259.07128905	33608.5	72599.9296875
mOTU_linkage_group_157	14477.9995117	2485.5	1042.5000305175	102474.50390625	11636.89941405	32500	15450.9995117	58562	5637.5	27426.00097655	11983.5	7557.49926758	161412.625	11732.4995117	279243.5	6337.99975586	6480.49975586	4417.96411133	21622.5019531	97816.4921875	4065.00012207	35856.5	4336.99975586	795.0000305175	2605.416625975	0	2494.999938965	13111.5004883	7814.94458008	84339	1244	46237.0019531	13322.4990234	4169.50024414	369	9572.00048828	36726.5019531	15970.5	1436.499938965	385649.359375	4021.28564453	777.9999694825	9911.49902342	21814.19921875	22589.1933594	2833.50024414	1753.500061035	12282.97265625	369.000015259	2400.50012207	17607.50097655	2934.5	186.000011444	16134.9995117	14953	12430.99951175	10646.0004883	6631.50024414	8709.99951172	62853.4980469	12568.49951175	16761.5	9014.5	12189.9995117	56225.0019531	17964.00097655	19140.5	1147.500061035	116895.4921875	16867.5	755.0000915525	20101.49902345	11702.4995117	39135.6425781	6764.62524414	14607.99902345	1517	34018.49902345	670	9878.50048828	765.0000915525	34379.93359375	7134.50024414	12360.4990234	62509.5039062	26856.3330078	39086.5	9885.0004883	1204.5	9100	7816.56665039	129027.003906	6773	12405.9995117	27392.875	38542	16014.4995117	6351.50024414	5064.5	18665.5	3063.99987793	16489	16918.3222656	13650.5004883	11809.0004883	86971.33203125	1475.000061035	1196.500061035	102479.69921875	10683.9990234	77156	246448.0859375	7686.99951172	970.5	28325.50195315	1469.500061035	871.0000305175	134494.496094	1860.000061035	90060	30588.5	1085.499938965	22453.00097655	81175.02734375	72902.36328125	2741	26833.49902345	33478	73531.5
mOTU_linkage_group_158	0	0	0	1093	0	0	1471.5	1119.5	0	0	0	0	0	0	0	0	0	0	0	18227.5	0	0	0	0	0	0	0	385	0	21287	0	0	360	0	0	0	0	361.5	0	178	0	1999	0	0	0	0	772.5	0	0	0	0	0	0	0	0	0	0	0	0	0	740.5	0	0	0	896	0	0	0	0	0	0	0	0	0	0	185.5	0	0	175	0	0	0	0	0	0	0	731.5	0	1652	0	0	0	18160.5	0	0	0	0	0	1154.5	0	0	0	0	60.5	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
