Sample_29	Sample_A49	Sample_52	Sample_37	Sample_8	Sample_14	Sample_A57	Sample_A32	Sample_A11	Sample_49	Sample_A29	Sample_32	Sample_11	Sample_57	Sample_A37	Sample_A14	Sample_A52	Sample_A43	Sample_A60	Sample_A05	Sample_A26	Sample_46	Sample_65	Sample_23	Sample_A38	Sample_58	Sample_2	Sample_A23	Sample_A46	Sample_26	Sample_43	Sample_60	Sample_A58	Sample_38	Sample_7	Sample_6	Sample_39	Sample_A59	Sample_61	Sample_42	Sample_27	Sample_A64	Sample_A47	Sample_A22	Sample_A01	Sample_3	Sample_59	Sample_A39	Sample_22	Sample_64	Sample_47	Sample_A27	Sample_A04	Sample_A61	Sample_A42	Sample_A53	Sample_A15	Sample_A36	Sample_56	Sample_10	Sample_33	Sample_A28	Sample_48	Sample_A10	Sample_A33	Sample_A56	Sample_9	Sample_15	Sample_36	Sample_53	Sample_A48	Sample_28	Sample_51	Sample_17	Sample_34	Sample_A54	Sample_A12	Sample_A31	Sample_A09	Sample_12	Sample_31	Sample_54	Sample_A17	Sample_A34	Sample_A51	Sample_A63	Sample_A40	Sample_A25	Sample_A06	Sample_45	Sample_20	Sample_A18	Sample_1	Sample_A20	Sample_A03	Sample_A45	Sample_25	Sample_63	Sample_40	Sample_18	Sample_4	Sample_19	Sample_5	Sample_41	Sample_62	Sample_24	Sample_A44	Sample_A02	Sample_A21	Sample_A19	Sample_21	Sample_44	Sample_A07	Sample_A24	Sample_A41	Sample_A62	Sample_A50	Sample_A35	Sample_A16	Sample_55	Sample_30	Sample_13	Sample_A08	Sample_A30	Sample_A13	Sample_A55	Sample_35	Sample_16	Sample_50
mOTU_linkage_group_307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2435	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_308	0	0	1592.92541504	0	246	0	0	0	0	0	276.163146973	0	0	0	0	2592.12036133	0	0	0	0	663	0	124.368415833	4027.64111328	12350.8681641	0	0	0	361.590881348	0	1738.47705078	0	0	0	14891.2802734	276.75	0	1181.71276855	7342.88037109	0	184.5	323.955200195	428.343444824	0	4856.625	2943.73291016	123	1.31578946114	157	2581.74462891	0	1288.38500977	1851.2755127	0	0	0	282.380950928	0	0	0	0	0	0	0	0	0	0	2910.52026367	0	0	2633.30175781	87.9665374756	358.715698242	0	0	0	0	0	230	7700.85302734	7045.66308594	2047.34326172	3972.41113281	0	0	0	0	0	11946.4931641	0	0	0	0	0	0	0	0	25117.015625	0	0	3384.90039062	0	0	0	0	0	4532.63085938	3858.15527344	0	0	0	0	885.417419434	0	0	453.000061035	2017.33837891	0	6936.66650391	0	0	6268.56884766	0	0	0	659.22857666	225	0	0
mOTU_linkage_group_310	8298	7556	4231.99951172	3135	18390	17275.9980469	18853.0019531	20638.0019531	22835	22756	7192.00097656	71575	42202	14848.9990234	73086	5009.99951172	15819	5256	5712	45023.0039062	15429.0009766	18385	12094	5870.99951172	8842.00097656	0	0	1258.99987793	34732	0	9669.99902344	7519	17073.9980469	8668	3169.00024414	25922.0039062	10963.0009766	17948.0019531	3998	58994	14235	8595	13916	7459	46473.9960938	5681.99951172	4294	6670	9002	18740	10693.9990234	10825.0009766	3361.00024414	4796	12578	25864.9980469	9904	11067	20051	15975	31050.0019531	8830	30984	61228	10969	43778	28578.125	4320	74071.9921875	6599.00048828	3520.00024414	10701.0009766	16115.9990234	15140	7905.99951172	12611.0009766	4020.00024414	13890	9268	10756.0009766	5631.00048828	9611	8988.99902344	13971.9990234	11670	27426	26131.0019531	18201.9980469	3039.00048828	5101	24067.0019531	18409	92888.0078125	16979.0019531	15474	20891.9980469	31672.9960938	6378.00048828	20854	4643	6586	17937	10098.9990234	26590.0019531	9895.99902344	44730.0039062	10247.9990234	14711.0009766	29917.0039062	18237.0019531	50173	5158.99951172	9628.99902344	3060.99975586	45843.0078125	6145	5549.99951172	12079	1363.00012207	27707.9960938	35540	14192	19033	7967	1088	8695.00097656	7436	20067.0019531	13157.0009766
mOTU_linkage_group_311	8171	5579	4453.5	0	4125	2575.49987793	0	0	0	1179.5	10846.5	4542	0	0	0	11891.5	4791	3215	3159.00012207	0	0	0	5326.5	6843	14664.4995117	0	0	0	13536	0	21427.5	5027.5	0	621.5	21053.5	9528.5	0	9398.5	7247.5	0	13001.5	7627.5	18377.5	0	0	27261.5	0	0	7605.5	9874.5	9383.49951172	19135	0	0	0	0	13436	4609	61.5	0	5928.50024414	14348	2331.5	0	971	0	3318.5	12302.5	0	6687.5	22653.5	0	16200.0004883	0	0	0	0	0	1152	17593	3347.5	3092.5	10335	2085.499938965	0	0	0	574	0	0	0	0	0	3030	0	2751.5	0	7287.5	1432.5	0	3664.5	0	16134.4995117	0	0	0	5614	16031.5	0	0	0	0	10637	8285.5	6155	4195.5	6333.5	0	17082.5	0	0	8323.5	904.5	0	0	18478	2818.5	1331.5	0
mOTU_linkage_group_313	10225	0	0	0	0	0	973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	394	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	0	0	0	193	0	540	0	969	0	0	0	0	248	0	0	0	0	743	0	0	0	0	0	0	0	369	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	125	0	0	907	0	0	0	0	0	0	0	491	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	5565	0	0	0	0	0	246	314	0	542	0	0	0	0	0
mOTU_linkage_group_314	0	4242.5	0	0	0	0	0	0	0	0	4945.5	0	0	0	0	4459	1461	292	2135	0	0	0	0	15633.5	7878	0	0	0	226	0	0	0	0	0	13828.5	369	0	324	0	0	0	21458	0	0	0	0	0	0	0	0	0	0	3619.5	0	0	147	0	225.5	0	0	0	0	0	0	0	0	0	15232.5	0	0	4087.5	0	0	0	0	0	0	0	19792.5	123	9732.5	0	3072	0	0	0	0	0	11843.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3895	185	0	204	0	0	10661.5	0	0	12819.5	4558	0	5263	0	0	0	0	0	0	6891.5	0	369	0
mOTU_linkage_group_316	8395	1090	1160.5	615	1251.499938965	7641	7789.889160155	12790	8566	2232.000061035	1816.999938965	9829.5	15079.5	12542.5	24449.49902345	1119.5	2848.49987793	1723.99987793	761.5	36980	2314.5	7500.5	7137.49975586	963.0000305175	1330	0	30815.50097655	7246.50024414	2835.5	3471	1089.499938965	6588.5	8709.99975586	3879.5	1446.5	4809.5	7423.49975586	2893.49987793	10761.4995117	22090	3819.5	575	4792.5	6237.00024414	2095.999938965	1327.5	11532.9995117	2249	996.000061035	3002	6101.5	3392.00024414	526	18473.5	4199.5	4735	2101	512	2722	12789	6462.00073242	1354.000061035	2794.5	31810.5019531	3599.00012207	7903.5	1022	1153.500061035	9452.5	6743.99975586	402.499984741	5407.5	10457.9995117	5230.5	4035	1150.5	13751.99902345	7082.5	162.0000457765	3460.99987793	935.4999694825	7296.99951172	2412	4521.00012207	5917.99975586	8271.49975586	10162.5	2997.00012207	1542.99987793	9794.50097658	28169.5019531	23274.99902345	21395	7600.5	16927.50097655	11570.4995117	18747.5	1754.00012207	3359.5	46945	8472	4057.5	4918	3480	6100.49975586	4851.5	1694.999938965	3223	11434.5004883	6850.5	39972.5	31002.5	5977.99975586	3955.5	4368.49975586	1054.5	996.5	5099	2173.5	6755.99975586	25486.5	2650.50012207	5750	5687.50024414	19762.5	2117.5	9704.50097658	6674.99975586	9447
mOTU_linkage_group_317	1642	842.5	1587	2120.5	2390.5	9791	0	9644.5	0	10648	1501	6740.5	6490.5	30	18691	2249.5	2545	2452	2661.5	42581.5	0	0	0	539.5	2110.5	0	7163.5	4090	4178.99987793	5805.5	0	4799.5	1733.750061035	0	689.5	6884.5	10890.5	80.5	307.5	13032	2720.5	57.5	1062.5	3577.99987793	807	765	1419.5	4149	1460	3110.5	4245.5	0	0	107.5	0	3026	428	1915.5	4747.5	11282	6161.5	944.5	7201	0	1971.5	3611	2068.5	2862	15592.5	0	904	0	14754.5	2646.5	0	2776.5	0	10313.5	221.5	1734.75	3138.5	3559.5	4577.5	838.5	0	1989.5	5301	5431	367.5	10402	10558.5	15185.25	23200.5	697.5	3655.5	6204.5	0	3770.5	3441	3461	706.5	6385	9131.5	3224.5	1027	4703	1560	1137	2806.5	3713	42874.25	0	4015.5	0	1046	222	1219.5	10572.5	1268.5	8479.75	10139	3949.5	641	3278	0	4283	3706	6857	9468
mOTU_linkage_group_319	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	2243	0	0	0	0	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	420	0	0	0	0	0	0	0	5160	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	180	0	0	0
mOTU_linkage_group_320	0	55.7130358516115	996.5000305175	0	1629	0	0	0	0	245.9999923705	57.5	0	0	0	0	661.4999694825	0	0	0	0	1890.50024414	61.5	737.9999694825	0	2341	0	0	0	209.0000076295	0	1294	0	0	61.499984741	1520.499816895	229.5000076295	0	455.000061035	1192.50012207	0	337.541671753	567.0000305175	296.0000076295	0	5781.00024414	837.999938965	1801.00024414	1023.0000305175	742.7281188965	14687.5004883	0	62.2499961855	5505.5	0	0	0	185.9999923705	0	0	0	0	0	0	0	0	0	0	457.4999694825	0	0	179.5	4383	0	0	0	330.999969482	0	0	0	2659	884.0625305175	0	185.9999923705	0	0	0	0	935.4999694825	15262.50048825	0	0	0	0	0	72	0	0	1126.5	0	0	992.00012207	288.999984741	0	0	0	0	145.5	6046.99975586	0	0	0	1237.500061035	2484.5	1870.500061035	0	218.999961853	615.0000305175	0	2570.00012207	0	0	153.999988556	0	0	0	433.500030518	481.5000305175	0	0
mOTU_linkage_group_321	3308	2313.00024414	1330	1928.00012207	1552	2951	9273	6887.00048828	6728	2626	4713	2882	2258	836	14923	3409	4559	2294	3142	20824	4345	8179.5	684	2538	6517.00048828	0	6602	9360	7987.5	2282	1735	2637	9062	2211	641	6426	11943	3937	930	33540.1796875	11460	3087	2826	4044	17444	1652	2854	3836	1051	2156.99975586	2861	2438	3070	5075	2700	5140.99951172	3952.99951172	3761	1334	11177	4053	3768	1697	38865	9846	8842	1520	1858	12243	7237	767	5108	10224	531	2642	7522	514	4692	1814.00012207	3928	3156	5991	7540	3409	31267	6679	12855	7545.00048828	2645	1753	5335.90917969	10073	8760.2734375	10856.9990234	12317	6821	10359	1901	3274	4891	3906	9451.99902344	5521	835	6158	15721.5458984	5091	6449	7885.99951172	3737	16967	26006	8611	3208	9748	3213	2547	112260	1470	5773	12823	1654	6764	21853.4003906	2687	2052	8547	7023.99951172	11169
mOTU_linkage_group_322	0	0	0	0	0	0	452.5	62	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	113.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6790	0	0	0	0	0	306.75	0	0	0	184.5	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	184.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	794.5	0	0	2753.75	0	0	0	0	0	0	0	0	0	123	0	0	0	0	1045.5	0	61.5	0	0	0	0	0	0	0	0	0	3886.5	0	0	0	104.5	0	0	0	643	134.25	0	0	0	0
mOTU_linkage_group_323	0	0	0	61.5	0	0	0	0	0	0	0	61.5	246	0	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_324	0	2788	0	0	0	0	2450	0	17269	0	115	0	0	0	1101	4447.19970703	542	0	1536	5415	2452.60009766	0	0	1884	0	0	171	828	2538	492	0	0	1285	984	0	1704.99987793	361	3332	1589	3322.5	123	0	1792	952	36268	0	0	4415	0	0	4644	601	0	1425	12449	2265.5	6561	354	3859	738	861	880	2897	15159	152	1296	0	0	54	51	115	738	1948	0	36.5999984741	707	9714	182.266662598	0	491	2405	1393	5054	0	248	4099	372	7539	0	0	5368	8511	942	4304.20019531	525	850	38.4000015259	0	0	3412	308	0	2121.60009766	0	976	10577	354	0	7874.20019531	3507	18893.5	43610	0	2156.80004883	7068	226	514	38855	635	2632	614	0	730	961	1536	0	0	369	19021
mOTU_linkage_group_325	0	0	1522.5	0	5058	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	1279.5	0	0	0	0	768	0	7.6666665077	0	0	0	0	0	0	1902.5	0	0	0	0	0	430.5	14564	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	1017.5	0	0	0	0	0	0	0	0	41.5	0	0	2890.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432.5	0	0	0	0	0	0	0	0	0	1428.5	0	0	0	0	1311.5	0	0	0	0	0	0	0
mOTU_linkage_group_327	0	0	0	0	0	0	0	496	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1129	0	0	0	1374	0	0	0	0	0	0	0	0	2522	0	0	0	0	0	0	0	0	0	5054	0	0	0	52	0	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	496	1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2671	0	0	0	0	0	0	0	0	0	0	9067	0	0	0	0	0	0	0	0	0	569	0	0	874	0	0	848	0
mOTU_linkage_group_328	0	0	123	12.70833301545	8.25	0	21.6666660309	0	20.58333301545	0	0	0	0	0	11.375	0	0	0	0	0	0	0	0	0	0	0	79.5	0	0	31.5	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	20.5	0	9	0	0	0	0	0	0	0	0	0	118.8333358765	0	0	0	0	16.75	0	0	1587	0	2	147.11796569825	0	0	0	0	0	0	0	0	0	29.3333339691	0	0	0	0	23.5	11.16666698455	0	0	15.25	18.75	0	24.3333339691	0	0	307.5	0	12.66666698455	76	0	0	14.16666698455	0	0	54.5	122	16.6666660309	64468.75	56.25	0	0	0	0	0	0	0	30.75	0	0	133.25	2508.5	0	10.33333301545	0	0
mOTU_linkage_group_329	4347.5	3699.5	61.5	12234.0004883	472	738.4999694825	0	0	26230	1693	1800.5	466	0	5861.99975586	0	506	6314.5	231	1123	0	2721.5	8883	4382	3109	4902	0	0	0	30834.5	0	19512.5	738	8025.5	816.5	5453	11019	1128	5367	1131.5	0	1353	9351	4020.5	0	37056	2821	6262	1380.000061035	1665	12515.5	709.5	4451.5	22915	0	2278	392.5	310	239	6388.5	6365.5	213.5	717.5	689.5	0	2741	9719	3348.00012207	6449.5	0	1793.5	446	18558	235	0	2380.00012207	3735	0	0	10155.5	5103.5	7008.5	3751	1422	1427.000061035	0	4109.5	0	523.5	39068.6660156	1434	0	302	3020.5	1412.5	4451	1432.5	0	1636.5	1299	23009.4980469	3848	20164	7119.5	5301.5	12210	3526.5	6451.5	4902.5	0	0	10650.0004883	5355.00024414	7971	1068	18822	13274.5	4960.5	0	788.5	0	0	656.5	124	0	0	1533.5	1540.5	2259	2039.5
mOTU_linkage_group_330	5090.99975586	305.5	226.5	12372.5	700	3059.5	1605.5	9412	4582.5	1347	757.5	8796	2845	1407.5	9314.5	704	1376.500061035	834.5000305175	528.5	17658.5	1262	5144	835.5	626.5	1076	0	9652	671	1545	659.5	913.5	6092	3633	666.4999694825	1122	3232	3582	2144.5	2338.49987793	26989	2111	201.5	2977.5	5923	1108	1141.5	3877	1232.5	364.5	1309.5	3020	1994.5	208.5	5911.5	4005	1957.5	1170.5	424.5	4030.49987793	17133	9134.5	1289.5	9456	6604	1725	3883.5	1831	1137.5	3471	4470.5	764.5	1509	6972.5	2186	1815.5	957.5	860.4999694825	4199.99975586	186.5	1725.5	1084	3790.5	2902	2920	901.5	6707.49975586	1683	563.5	349	5381	16588	21174	17259	4288	5762.5	5467.5	11533	2491.5	540.5	10626.5	4671.5	6086.00024414	4226.5	4086	2347.5	2657	1109.5	687	4955.5	3593.5	43994.5	12082.5	2803	3452	6630	532	1284	2256	1677	2763.5	21011.5	1423.5	2584	2021	485	1784.5	2768.5	1541	2914
mOTU_linkage_group_331	4693.5	1324.5	10168.5	0	11107	20466.5	0	0	0	13492.5	786.5	17026	7757.5	8044.5	0	5767	6428	2071	2492.5	6196.5	13059.5	0	4133	8133.5	7278	0	0	0	100.5	0	5240.5	928.5	0	7239	5610	12802	307.5	6714	5971.5	0	4750.5	0	4530.5	0	13442	12561.9995117	86.5	3443	4508.5	18848	5821	1206	0	0	0	997.5	3555	6008	1414.5	525	16346	7857	15888	0	2901.5	0	27735	501.499984741	0	0	1450	0	11900.5	2011.5	3910	2788	0	0	0	13105	10306	9292	8871.5	2482.5	0	0	0	4010.5	193	0	0	0	0	3825	0	9882	0	13070	17931.5	0	2441.5	13604	5832	12742.5	0	738	3083.5	21609	0	0	0	1161.5	6255.99975586	0	0	0	1997.5	0	655.5	0	0	10041	427.5	0	0	583	6840.5	3329.5	3821.5
mOTU_linkage_group_332	676	10533	1599	16033.9990234	9782	0	13815.6669922	878	18962	802	5754.00048828	1437	5151	4169.5	55734	6977	11407.6669922	3598.00024414	7011.66699219	65855.8359375	39883.0039062	5301	6678	4879	10374	0	5101.00048828	3741.00024414	38349.9960938	27779	1471.00012207	0	14826.9990234	5137.00048828	1836	11331	10628.9990234	14822	9388.00097656	59067	8187	3280.00024414	5602	1929	113906	2582	19570	17619	6022	46779	369	3043	3440	798	495	18688	4240	9165	16000.8339844	5353	15745.9980469	8749	1951	2657	1904	84342	24343	529	31226	1353	1141	8899	1966.00012207	5024	6591	15293	32639.125	1808.00012207	412	246	12373.1669922	14317.0009766	12073	4667	9084.33398438	24754	15455	19551	4911	315	25635.0019531	0	15217.9990234	892	266.666656494	12100	61191	10008	40387.1679688	15374	8806	39628.5703125	8945.5	19888	16558	9004	3550.00048828	6351.99951172	0	10418.9990234	4151	22182.6660156	7634.00048828	2467	8925	9471	2167	79344.828125	2583	2675	4020.66650391	16239.0019531	201	78603	1156	468.000030518	12755	6223.99951172	10936.9990234
mOTU_linkage_group_333	1846	0	0	6721	678	10190	3320	1565	248	946	0	7235	5114	5728	9911	0	0	70	0	5351	0	2826	1053	114	0	0	7603	1244	240	485	615	689	1209	217	0	123	3050	443	246	11726	900	0	76	1316	13390	843	386.333343506	496	0	0	507	0	0	1142	658	740	316	732	492	1709	3194	639	3580	21048	2063	0	4475	0	15809	123	0	246	3529	315	4237	0	1850	1739	0	123	182	1594	0	124	6591	1515	1969	577	45	692	4723	0	3196	472	1485	1889	4043	0	398	3050	0	6710	913	3039	317	2232	0	0	5588	0	736	1230	0	0	1945	0	0	35243	0	2079	6974	0	1126	7841	0	0	1599	1793	1745
mOTU_linkage_group_334	738	13550.9990234	2865	0	4071	246	0	0	0	369	12191	0	0	0	0	15013	12853	2429	3723	0	12874	0	1230	2736	16649	0	0	0	10570	0	2148	246	0	10791.0009766	2313	2654	0	9272	2263	0	1181	1893	14684	675	0	3434	0	0	14480	3854	2459	3207	0	0	0	294	4093	8232	246	0	0	8673	4974	0	2270	0	2401	4732	0	0	19165	7138	0	0	0	13864	0	0	0	4520	1352	1176	15184	2333	0	0	0	0	1044	0	0	0	0	307	0	830	0	2692	2397	0	5278	0	2163	0	2064	0	8998	5756	0	0	0	0	22048	7268	16988	8009	2372	0	3181	0	0	1938	0	0	0	4584	736	0	0
mOTU_linkage_group_335	4653.50024414	4430	2073.5	26619.99902345	3923.00036621	11694.4995117	5310.5	3932.49987793	11360.5	20126.5	12287.9995117	17155	6432.5	3836.5	11689.0004883	3595.49987793	10541.5	2898.50012207	4412.5	12900.5	5872.99975586	4993	984.0000305175	2755.99987793	6064.49975586	0	7905.00048828	7625.50024414	8817.5	18769.5	4369.49975586	2717	4198	1105	2471.00012207	21886.49902345	11024.5004883	5709.5	1571	94037.00390625	14548.0004883	5342.00048828	2009.5	6941.99975586	17152.5	4642.49975586	3046.50024414	2805.5	3382.50024414	9685.0004883	2686.49987793	4463.50024414	4327.50024414	1014.5000305175	3308.00024414	4114	3438.50012207	3585.00024414	12134.5004883	22423.5	4414	5669.5	20956.5	41971.4980469	17636.5	8177	26886	3896.99975586	24543.5	9962.5	1252	6193.00024414	5161.50024414	2724	15456.5	7666.49975586	1799	9240.5	3810.00024414	7470.5	3242.99987793	13815.5	10535.9995117	3009	25540.50097655	2980.49987793	19725.49902345	16465	3816.49975586	13368.0009766	18351.00097655	9108.00048828	5645	13503.5	12419.5	12376.4995117	23039.00097655	5265.49975586	5830.5	9543.5	4566.5	23123.9980469	7651.00024414	5995.5	3903.49987793	8915	8487.49975586	5306.99975586	8446	12260.5004883	24281.5	20181.5	31378.50097655	3790.5	21299	5964.5	2699.5	64382.5	1265.99987793	11771.5009766	19273	3350.99987793	3967.99975586	38460.5039062	1584.500061035	4659.00024414	4603.50012207	2513	15353.5
mOTU_linkage_group_336	1232.99987793	3929	2152	0	6521	2749	0	0	0	3731	19234	0	0	0	0	9354	2202	6339	4693	0	1862	0	1242	7001	10055	0	0	0	6247	0	0	2644	0	3020	12477	34181	4615	2512	2694	0	29474	1069	8816	4896.99951172	651	3084	246	2905	15051	3302	3027	1097	0	0	0	1359	3771	7305	4586	12899.0009766	1414	10994	15152	0	6923.99951172	0	7031	8901	0	980	6761.99951172	0	0	0	2200	7031	0	0	3828.99975586	10919	3870	12832	17833	15473	0	0	0	2187	1075	0	0	0	441	1657	0	0	0	9006	1057	0	0	1639	2273	3256	0	11504	5670	3774.99975586	0	0	0	0	12374	1361	17446	2282	3412	0	0	0	0	4545	2600	0	0	8183	228	1844	1641
mOTU_linkage_group_337	0	1627.5	0	0	0	0	0	0	0	0	5511.5	0	0	0	0	0	0	0	0	0	0	0	0	4369.5	0	0	0	0	437.5	0	0	0	0	0	23543.5	1089.5	0	0	0	0	0	602.5	0	0	0	0	0	0	156.5	783.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5533.5	0	0	13540	0	0	0	0	0	0	0	5208	0	1482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1198.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8906.5	0	0	0
mOTU_linkage_group_339	1930	3997	492	0	1949	0	1014	495	20370	5369	1105	1191	2034	349	0	2211	1177	354	10649	372	5636	593	5865	835	2261	29959	492	248	1374	492	246	1552	1201	2547	1722	984	1344	1995	5131	369	246	670	1261	2756	0	1086	2891	811	578	1667	738	239	1442	797	372	345	1208	1380	26000	2792	0	2527	5016	1983	716	124	3481	1516	0	8366	1772	8445	2655	4608	0	2498	2815	2642	0	1807	187	1467	1410	743	0	496	868	10010	2325	0	234	1758	0	9593	495	1553	3215	738	14220	5677	246	0	984	973	4231	3683	1941	2252	496	4655	246	8198	3476	2752	906	2125	208	227	8347	1625	96	246	744	0	496	124	2258	738	492
mOTU_linkage_group_340	2226	205	24	8797.5	219	2837.5	4922.5	1750	5601.5	1215.5	397.5	27122	5019.5	1784	7038	305.5	738	0	199.5	7281	1720.5	2471	638	674	515.5	0	1539.5	932.5	55.5	2475	6770	943	2758.5	1231.5	161.5	246	4003.5	1647.500061035	1560.5	29109.5	3068	436	478.5	2294	4886	1193	3328	682	123	466	974.5	1000	4545.5	1119.5	915.5	966	442.5	243	1204.5	3819	2506.5	329	6642	25653	704.5	1730.5	1370	246	7522	4333	0	4937	3075	2848.00012207	4406	642.5	123.5	2074.5	624.5	1312	61.5	3102	646	419.5	10363.5	2160	1545	1145.5	1802	3797	9220.5	6313	1094.5	1293	3317.5	6311.5	2658	891	1594.5	2254	2982.5	6595	13721	3620.5	1670	3897.5	453.5	1949.5	11562.5	3321.00012207	12402	9693	1210	1980	145	732.5	0	36493.5	446.5	1887	12580	779.5	691.0000305175	8412	1698	0	4493	1854	2773
mOTU_linkage_group_341	0	0	0	569.3499908445	24.3333339691	6.59999990465	0	0	27.36111068725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.555555582045	0	0	0	0	0	0	0	0	0	0	0	10.60000038145	0	0	0	0	0	0	0	0	0	0	0	0	2	128.64267826085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	7	0	0	21.5	0	0	6.5	0	0	0	0	0	4.08333349228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mOTU_linkage_group_342	857	248	246	0	3325	0	431	2455	0	958	0	416	2790	0	832	916	62	354	2021	2850	245	0	0	0	341	0	234	248	964	615	0	246	304	246	0	0	1016	9422	0	714	246	345	1752	795	124	74	246	124	0	214	615	0	124	115	655	343	320	345	0	369	7304	1088	246	0	3847	496	734	1471	0	0	1610	0	4049	246	82	1548	0	55	540	1300	0	121	698	248	0	626	1266	602	6239	0	0	14461	738	157	248	239	0	0	975	577	0	0	0	4280	123	645	674	3585	3615	100	2482	0	0	0	1013	0	345	399	0	492	492	369	982	120	0	471	581	757	246
mOTU_linkage_group_343	506.5	752.5	523.5	0	0	1127	470.375	5574.5	79.75	246	0	0	61.5	0	0	418	0	950.5	0	3120	62	393	0	0	0	0	61.5	1553	824	142	0	1117	0	751	117.5	3206	2440	64772.5	0	1535.5	3344	0	1916.5	0	0	123	2241	0	0	1218	2690	0	0	363	155	6638	218	0	558	0	5120	709.5	1661	194.75	14389.5	0	123	0	271.75	92.25	0	586	1759	1086.5	0	755	0	0	0	790.5	86	1294.5	0	0	113.75	124	0	1049	444.5	439	0	0	9841.5	0	0	53	748.25	668.5	11203	0	0	3287	0	7761.5	0	14545	0	26	0	0	2637.5	246	0	0	72.5	0	406.75	41.5	0	4814.5	540.5	0	335.5	26.5	0	188	75.5	123	0
